,mixed,near_end,far_end1,far_end2,mixed_path,near_end_path,far_end1_path,far_end2_path,near_end_loc,far_end_loc1,far_end_loc2,mic_loc1,room_dim,sample_freq,room_max_order,room_absorption
9291,9292.wav,MSDH0_2.wav,FMJU0_2.wav,MRGS0_4.wav,./data/mixed/9292.wav,./data/near_end/MSDH0_2.wav,./data/far_end/FMJU0_2.wav,./data/far_end/MRGS0_4.wav,"[4, 9, 2]","[13, 6, 5]","[7, 4, 5]","[12, 4, 4]","[15, 10, 5]",16000,3,0.2
9292,9293.wav,MSDH0_2.wav,MWRE0_2.wav,MAKR0_1.wav,./data/mixed/9293.wav,./data/near_end/MSDH0_2.wav,./data/far_end/MWRE0_2.wav,./data/far_end/MAKR0_1.wav,"[6, 3, 3]","[14, 3, 3]","[3, 2, 3]","[12, 5, 3]","[15, 10, 5]",16000,3,0.2
9293,9294.wav,MSDH0_2.wav,MCLM0_1.wav,FCMG0_2.wav,./data/mixed/9294.wav,./data/near_end/MSDH0_2.wav,./data/far_end/MCLM0_1.wav,./data/far_end/FCMG0_2.wav,"[10, 5, 4]","[14, 2, 5]","[3, 1, 2]","[12, 8, 3]","[15, 10, 5]",16000,3,0.2
9294,9295.wav,MSDH0_2.wav,MBTH0_1.wav,MTCS0_3.wav,./data/mixed/9295.wav,./data/near_end/MSDH0_2.wav,./data/far_end/MBTH0_1.wav,./data/far_end/MTCS0_3.wav,"[11, 9, 3]","[9, 10, 5]","[3, 6, 1]","[11, 9, 3]","[15, 10, 5]",16000,3,0.2
9295,9296.wav,MSDH0_3.wav,MTXS0_4.wav,MTKD0_4.wav,./data/mixed/9296.wav,./data/near_end/MSDH0_3.wav,./data/far_end/MTXS0_4.wav,./data/far_end/MTKD0_4.wav,"[7, 10, 3]","[2, 7, 3]","[9, 5, 4]","[4, 9, 2]","[15, 10, 5]",16000,3,0.2
9296,9297.wav,MSDH0_3.wav,MMEB0_2.wav,FMJF0_2.wav,./data/mixed/9297.wav,./data/near_end/MSDH0_3.wav,./data/far_end/MMEB0_2.wav,./data/far_end/FMJF0_2.wav,"[7, 7, 5]","[6, 4, 3]","[3, 7, 2]","[3, 3, 4]","[15, 10, 5]",16000,3,0.2
9297,9298.wav,MSDH0_3.wav,FKDW0_3.wav,MDHL0_2.wav,./data/mixed/9298.wav,./data/near_end/MSDH0_3.wav,./data/far_end/FKDW0_3.wav,./data/far_end/MDHL0_2.wav,"[8, 4, 5]","[14, 7, 5]","[9, 4, 5]","[7, 1, 5]","[15, 10, 5]",16000,3,0.2
9298,9299.wav,MSDH0_3.wav,MJAE0_1.wav,MSRR0_1.wav,./data/mixed/9299.wav,./data/near_end/MSDH0_3.wav,./data/far_end/MJAE0_1.wav,./data/far_end/MSRR0_1.wav,"[14, 2, 1]","[8, 9, 5]","[10, 1, 5]","[13, 9, 4]","[15, 10, 5]",16000,3,0.2
9299,9300.wav,MSDH0_3.wav,FEAC0_1.wav,MMEB0_3.wav,./data/mixed/9300.wav,./data/near_end/MSDH0_3.wav,./data/far_end/FEAC0_1.wav,./data/far_end/MMEB0_3.wav,"[9, 9, 3]","[8, 1, 4]","[1, 7, 3]","[4, 9, 4]","[15, 10, 5]",16000,3,0.2
9300,9301.wav,MSDH0_4.wav,MAEB0_1.wav,MTPG0_3.wav,./data/mixed/9301.wav,./data/near_end/MSDH0_4.wav,./data/far_end/MAEB0_1.wav,./data/far_end/MTPG0_3.wav,"[2, 10, 3]","[14, 5, 3]","[9, 5, 3]","[14, 4, 5]","[15, 10, 5]",16000,3,0.2
9301,9302.wav,MSDH0_4.wav,MTJU0_2.wav,FAJW0_4.wav,./data/mixed/9302.wav,./data/near_end/MSDH0_4.wav,./data/far_end/MTJU0_2.wav,./data/far_end/FAJW0_4.wav,"[6, 3, 1]","[12, 4, 5]","[8, 1, 1]","[7, 8, 3]","[15, 10, 5]",16000,3,0.2
9302,9303.wav,MSDH0_4.wav,FMBG0_2.wav,MDMT0_2.wav,./data/mixed/9303.wav,./data/near_end/MSDH0_4.wav,./data/far_end/FMBG0_2.wav,./data/far_end/MDMT0_2.wav,"[11, 8, 4]","[4, 1, 1]","[3, 3, 4]","[14, 4, 1]","[15, 10, 5]",16000,3,0.2
9303,9304.wav,MSDH0_4.wav,MGES0_3.wav,MKAH0_1.wav,./data/mixed/9304.wav,./data/near_end/MSDH0_4.wav,./data/far_end/MGES0_3.wav,./data/far_end/MKAH0_1.wav,"[4, 5, 3]","[12, 2, 4]","[7, 10, 5]","[2, 10, 2]","[15, 10, 5]",16000,3,0.2
9304,9305.wav,MSDH0_4.wav,MJEB1_1.wav,MNET0_1.wav,./data/mixed/9305.wav,./data/near_end/MSDH0_4.wav,./data/far_end/MJEB1_1.wav,./data/far_end/MNET0_1.wav,"[5, 9, 4]","[10, 8, 5]","[14, 10, 2]","[12, 10, 3]","[15, 10, 5]",16000,3,0.2
9305,9306.wav,MSDH0_5.wav,MCAE0_4.wav,FVKB0_3.wav,./data/mixed/9306.wav,./data/near_end/MSDH0_5.wav,./data/far_end/MCAE0_4.wav,./data/far_end/FVKB0_3.wav,"[9, 2, 5]","[11, 9, 2]","[7, 5, 1]","[4, 1, 1]","[15, 10, 5]",16000,3,0.2
9306,9307.wav,MSDH0_5.wav,MDEM0_3.wav,FSMM0_3.wav,./data/mixed/9307.wav,./data/near_end/MSDH0_5.wav,./data/far_end/MDEM0_3.wav,./data/far_end/FSMM0_3.wav,"[7, 5, 3]","[4, 1, 5]","[4, 10, 1]","[2, 10, 2]","[15, 10, 5]",16000,3,0.2
9307,9308.wav,MSDH0_5.wav,FPAB1_1.wav,MHMR0_1.wav,./data/mixed/9308.wav,./data/near_end/MSDH0_5.wav,./data/far_end/FPAB1_1.wav,./data/far_end/MHMR0_1.wav,"[2, 6, 5]","[8, 4, 3]","[5, 5, 3]","[1, 9, 2]","[15, 10, 5]",16000,3,0.2
9308,9309.wav,MSDH0_5.wav,MJDG0_1.wav,MCDC0_2.wav,./data/mixed/9309.wav,./data/near_end/MSDH0_5.wav,./data/far_end/MJDG0_1.wav,./data/far_end/MCDC0_2.wav,"[11, 1, 2]","[13, 9, 2]","[10, 1, 2]","[6, 8, 4]","[15, 10, 5]",16000,3,0.2
9309,9310.wav,MSDH0_5.wav,MTAB0_1.wav,MDSJ0_3.wav,./data/mixed/9310.wav,./data/near_end/MSDH0_5.wav,./data/far_end/MTAB0_1.wav,./data/far_end/MDSJ0_3.wav,"[9, 6, 1]","[6, 4, 4]","[13, 10, 1]","[5, 3, 3]","[15, 10, 5]",16000,3,0.2
9310,9311.wav,MSDS0_1.wav,MBCG0_1.wav,FGCS0_3.wav,./data/mixed/9311.wav,./data/near_end/MSDS0_1.wav,./data/far_end/MBCG0_1.wav,./data/far_end/FGCS0_3.wav,"[9, 9, 1]","[3, 8, 2]","[7, 2, 3]","[13, 4, 1]","[15, 10, 5]",16000,3,0.2
9311,9312.wav,MSDS0_1.wav,MPMB0_6.wav,FPAC0_1.wav,./data/mixed/9312.wav,./data/near_end/MSDS0_1.wav,./data/far_end/MPMB0_6.wav,./data/far_end/FPAC0_1.wav,"[8, 7, 4]","[2, 5, 5]","[8, 5, 2]","[9, 5, 4]","[15, 10, 5]",16000,3,0.2
9312,9313.wav,MSDS0_1.wav,MJJB0_2.wav,MEJL0_2.wav,./data/mixed/9313.wav,./data/near_end/MSDS0_1.wav,./data/far_end/MJJB0_2.wav,./data/far_end/MEJL0_2.wav,"[11, 2, 2]","[14, 3, 4]","[2, 1, 5]","[12, 7, 5]","[15, 10, 5]",16000,3,0.2
9313,9314.wav,MSDS0_1.wav,FDKN0_3.wav,MPGH0_2.wav,./data/mixed/9314.wav,./data/near_end/MSDS0_1.wav,./data/far_end/FDKN0_3.wav,./data/far_end/MPGH0_2.wav,"[1, 4, 1]","[6, 9, 1]","[12, 3, 1]","[10, 6, 4]","[15, 10, 5]",16000,3,0.2
9314,9315.wav,MSDS0_1.wav,MCXM0_1.wav,MMCC0_1.wav,./data/mixed/9315.wav,./data/near_end/MSDS0_1.wav,./data/far_end/MCXM0_1.wav,./data/far_end/MMCC0_1.wav,"[6, 9, 5]","[9, 9, 4]","[6, 7, 2]","[4, 6, 4]","[15, 10, 5]",16000,3,0.2
9315,9316.wav,MSDS0_2.wav,MPRT0_3.wav,MRAV0_2.wav,./data/mixed/9316.wav,./data/near_end/MSDS0_2.wav,./data/far_end/MPRT0_3.wav,./data/far_end/MRAV0_2.wav,"[12, 5, 2]","[1, 7, 5]","[2, 5, 2]","[14, 4, 5]","[15, 10, 5]",16000,3,0.2
9316,9317.wav,MSDS0_2.wav,MGES0_2.wav,MCDR0_3.wav,./data/mixed/9317.wav,./data/near_end/MSDS0_2.wav,./data/far_end/MGES0_2.wav,./data/far_end/MCDR0_3.wav,"[2, 7, 3]","[9, 8, 2]","[10, 7, 2]","[5, 3, 2]","[15, 10, 5]",16000,3,0.2
9317,9318.wav,MSDS0_2.wav,MTRC0_3.wav,FSJG0_1.wav,./data/mixed/9318.wav,./data/near_end/MSDS0_2.wav,./data/far_end/MTRC0_3.wav,./data/far_end/FSJG0_1.wav,"[10, 7, 3]","[6, 2, 2]","[1, 8, 5]","[7, 9, 5]","[15, 10, 5]",16000,3,0.2
9318,9319.wav,MSDS0_2.wav,FMAH1_3.wav,FSRH0_3.wav,./data/mixed/9319.wav,./data/near_end/MSDS0_2.wav,./data/far_end/FMAH1_3.wav,./data/far_end/FSRH0_3.wav,"[6, 6, 3]","[13, 7, 5]","[6, 4, 4]","[10, 9, 4]","[15, 10, 5]",16000,3,0.2
9319,9320.wav,MSDS0_2.wav,FSMA0_3.wav,FBAS0_2.wav,./data/mixed/9320.wav,./data/near_end/MSDS0_2.wav,./data/far_end/FSMA0_3.wav,./data/far_end/FBAS0_2.wav,"[13, 3, 5]","[5, 3, 3]","[8, 3, 4]","[11, 9, 2]","[15, 10, 5]",16000,3,0.2
9320,9321.wav,MSDS0_3.wav,MGAR0_3.wav,MJJB0_1.wav,./data/mixed/9321.wav,./data/near_end/MSDS0_3.wav,./data/far_end/MGAR0_3.wav,./data/far_end/MJJB0_1.wav,"[14, 10, 1]","[13, 4, 5]","[6, 8, 3]","[8, 9, 4]","[15, 10, 5]",16000,3,0.2
9321,9322.wav,MSDS0_3.wav,MWRP0_1.wav,MRAV0_1.wav,./data/mixed/9322.wav,./data/near_end/MSDS0_3.wav,./data/far_end/MWRP0_1.wav,./data/far_end/MRAV0_1.wav,"[13, 2, 4]","[6, 7, 1]","[7, 2, 2]","[10, 4, 1]","[15, 10, 5]",16000,3,0.2
9322,9323.wav,MSDS0_3.wav,MJDG0_3.wav,MDRD0_1.wav,./data/mixed/9323.wav,./data/near_end/MSDS0_3.wav,./data/far_end/MJDG0_3.wav,./data/far_end/MDRD0_1.wav,"[6, 2, 3]","[2, 10, 3]","[5, 5, 2]","[13, 4, 4]","[15, 10, 5]",16000,3,0.2
9323,9324.wav,MSDS0_3.wav,MMWS1_1.wav,MDPS0_1.wav,./data/mixed/9324.wav,./data/near_end/MSDS0_3.wav,./data/far_end/MMWS1_1.wav,./data/far_end/MDPS0_1.wav,"[13, 2, 3]","[10, 4, 1]","[12, 8, 1]","[3, 4, 5]","[15, 10, 5]",16000,3,0.2
9324,9325.wav,MSDS0_3.wav,MTXS0_3.wav,MTKD0_3.wav,./data/mixed/9325.wav,./data/near_end/MSDS0_3.wav,./data/far_end/MTXS0_3.wav,./data/far_end/MTKD0_3.wav,"[12, 3, 3]","[12, 5, 5]","[13, 5, 2]","[9, 8, 5]","[15, 10, 5]",16000,3,0.2
9325,9326.wav,MSDS0_4.wav,MJDG0_1.wav,MJWS0_3.wav,./data/mixed/9326.wav,./data/near_end/MSDS0_4.wav,./data/far_end/MJDG0_1.wav,./data/far_end/MJWS0_3.wav,"[4, 5, 1]","[13, 5, 3]","[11, 2, 4]","[5, 9, 1]","[15, 10, 5]",16000,3,0.2
9326,9327.wav,MSDS0_4.wav,MSAH1_3.wav,MRHL0_2.wav,./data/mixed/9327.wav,./data/near_end/MSDS0_4.wav,./data/far_end/MSAH1_3.wav,./data/far_end/MRHL0_2.wav,"[1, 4, 1]","[8, 8, 1]","[8, 10, 2]","[4, 8, 5]","[15, 10, 5]",16000,3,0.2
9327,9328.wav,MSDS0_4.wav,MRJB1_4.wav,FSMM0_2.wav,./data/mixed/9328.wav,./data/near_end/MSDS0_4.wav,./data/far_end/MRJB1_4.wav,./data/far_end/FSMM0_2.wav,"[2, 1, 2]","[9, 4, 3]","[4, 4, 3]","[6, 1, 2]","[15, 10, 5]",16000,3,0.2
9328,9329.wav,MSDS0_4.wav,MJHI0_2.wav,MMWB0_2.wav,./data/mixed/9329.wav,./data/near_end/MSDS0_4.wav,./data/far_end/MJHI0_2.wav,./data/far_end/MMWB0_2.wav,"[10, 4, 1]","[7, 2, 1]","[7, 7, 5]","[12, 4, 4]","[15, 10, 5]",16000,3,0.2
9329,9330.wav,MSDS0_4.wav,MTAT0_1.wav,FTMG0_1.wav,./data/mixed/9330.wav,./data/near_end/MSDS0_4.wav,./data/far_end/MTAT0_1.wav,./data/far_end/FTMG0_1.wav,"[3, 3, 1]","[8, 10, 4]","[5, 5, 3]","[2, 2, 1]","[15, 10, 5]",16000,3,0.2
9330,9331.wav,MSDS0_5.wav,MAFM0_3.wav,FTMG0_3.wav,./data/mixed/9331.wav,./data/near_end/MSDS0_5.wav,./data/far_end/MAFM0_3.wav,./data/far_end/FTMG0_3.wav,"[6, 2, 4]","[6, 8, 2]","[9, 7, 4]","[14, 5, 2]","[15, 10, 5]",16000,3,0.2
9331,9332.wav,MSDS0_5.wav,MDKS0_1.wav,MTML0_4.wav,./data/mixed/9332.wav,./data/near_end/MSDS0_5.wav,./data/far_end/MDKS0_1.wav,./data/far_end/MTML0_4.wav,"[6, 1, 5]","[6, 4, 4]","[1, 6, 2]","[6, 10, 5]","[15, 10, 5]",16000,3,0.2
9332,9333.wav,MSDS0_5.wav,MPGR0_3.wav,FKAA0_4.wav,./data/mixed/9333.wav,./data/near_end/MSDS0_5.wav,./data/far_end/MPGR0_3.wav,./data/far_end/FKAA0_4.wav,"[8, 4, 5]","[3, 1, 2]","[5, 10, 3]","[3, 7, 5]","[15, 10, 5]",16000,3,0.2
9333,9334.wav,MSDS0_5.wav,FPAB1_4.wav,MRJT0_2.wav,./data/mixed/9334.wav,./data/near_end/MSDS0_5.wav,./data/far_end/FPAB1_4.wav,./data/far_end/MRJT0_2.wav,"[12, 5, 4]","[13, 1, 2]","[11, 3, 3]","[10, 9, 2]","[15, 10, 5]",16000,3,0.2
9334,9335.wav,MSDS0_5.wav,MDNS0_3.wav,MREW1_1.wav,./data/mixed/9335.wav,./data/near_end/MSDS0_5.wav,./data/far_end/MDNS0_3.wav,./data/far_end/MREW1_1.wav,"[6, 3, 5]","[10, 3, 2]","[1, 1, 4]","[1, 1, 1]","[15, 10, 5]",16000,3,0.2
9335,9336.wav,MSDS0_6.wav,FEXM0_1.wav,MMEB0_2.wav,./data/mixed/9336.wav,./data/near_end/MSDS0_6.wav,./data/far_end/FEXM0_1.wav,./data/far_end/MMEB0_2.wav,"[10, 10, 4]","[13, 3, 4]","[2, 2, 3]","[9, 6, 2]","[15, 10, 5]",16000,3,0.2
9336,9337.wav,MSDS0_6.wav,FLJD0_3.wav,FCJF0_1.wav,./data/mixed/9337.wav,./data/near_end/MSDS0_6.wav,./data/far_end/FLJD0_3.wav,./data/far_end/FCJF0_1.wav,"[5, 5, 4]","[9, 7, 1]","[5, 7, 1]","[5, 7, 1]","[15, 10, 5]",16000,3,0.2
9337,9338.wav,MSDS0_6.wav,MCDC0_1.wav,MNTW0_3.wav,./data/mixed/9338.wav,./data/near_end/MSDS0_6.wav,./data/far_end/MCDC0_1.wav,./data/far_end/MNTW0_3.wav,"[4, 7, 2]","[13, 4, 5]","[4, 10, 5]","[4, 4, 3]","[15, 10, 5]",16000,3,0.2
9338,9339.wav,MSDS0_6.wav,MEAL0_3.wav,MPRD0_2.wav,./data/mixed/9339.wav,./data/near_end/MSDS0_6.wav,./data/far_end/MEAL0_3.wav,./data/far_end/MPRD0_2.wav,"[9, 5, 3]","[1, 2, 3]","[9, 9, 3]","[7, 2, 2]","[15, 10, 5]",16000,3,0.2
9339,9340.wav,MSDS0_6.wav,FPAZ0_3.wav,FLET0_2.wav,./data/mixed/9340.wav,./data/near_end/MSDS0_6.wav,./data/far_end/FPAZ0_3.wav,./data/far_end/FLET0_2.wav,"[9, 4, 4]","[8, 9, 5]","[12, 9, 3]","[7, 3, 4]","[15, 10, 5]",16000,3,0.2
9340,9341.wav,MSEM1_1.wav,MJRH1_2.wav,MTKP0_2.wav,./data/mixed/9341.wav,./data/near_end/MSEM1_1.wav,./data/far_end/MJRH1_2.wav,./data/far_end/MTKP0_2.wav,"[4, 4, 1]","[8, 5, 3]","[8, 2, 5]","[11, 3, 4]","[15, 10, 5]",16000,3,0.2
9341,9342.wav,MSEM1_1.wav,FALK0_3.wav,MMDS0_2.wav,./data/mixed/9342.wav,./data/near_end/MSEM1_1.wav,./data/far_end/FALK0_3.wav,./data/far_end/MMDS0_2.wav,"[2, 3, 1]","[12, 2, 4]","[3, 6, 4]","[6, 2, 3]","[15, 10, 5]",16000,3,0.2
9342,9343.wav,MSEM1_1.wav,MLJC0_1.wav,MJPM0_3.wav,./data/mixed/9343.wav,./data/near_end/MSEM1_1.wav,./data/far_end/MLJC0_1.wav,./data/far_end/MJPM0_3.wav,"[10, 3, 5]","[4, 1, 4]","[1, 8, 4]","[9, 1, 3]","[15, 10, 5]",16000,3,0.2
9343,9344.wav,MSEM1_1.wav,MREW1_2.wav,MHMR0_3.wav,./data/mixed/9344.wav,./data/near_end/MSEM1_1.wav,./data/far_end/MREW1_2.wav,./data/far_end/MHMR0_3.wav,"[8, 7, 5]","[9, 2, 3]","[6, 6, 3]","[6, 9, 2]","[15, 10, 5]",16000,3,0.2
9344,9345.wav,MSEM1_1.wav,MBJV0_1.wav,FCMM0_1.wav,./data/mixed/9345.wav,./data/near_end/MSEM1_1.wav,./data/far_end/MBJV0_1.wav,./data/far_end/FCMM0_1.wav,"[7, 6, 5]","[3, 8, 4]","[2, 6, 1]","[1, 3, 3]","[15, 10, 5]",16000,3,0.2
9345,9346.wav,MSEM1_2.wav,FSMM0_3.wav,MDSJ0_3.wav,./data/mixed/9346.wav,./data/near_end/MSEM1_2.wav,./data/far_end/FSMM0_3.wav,./data/far_end/MDSJ0_3.wav,"[3, 4, 3]","[10, 6, 2]","[4, 9, 2]","[10, 2, 4]","[15, 10, 5]",16000,3,0.2
9346,9347.wav,MSEM1_2.wav,MRLJ1_3.wav,MMWB0_3.wav,./data/mixed/9347.wav,./data/near_end/MSEM1_2.wav,./data/far_end/MRLJ1_3.wav,./data/far_end/MMWB0_3.wav,"[9, 9, 3]","[10, 8, 2]","[3, 4, 3]","[10, 5, 3]","[15, 10, 5]",16000,3,0.2
9347,9348.wav,MSEM1_2.wav,MDJM0_1.wav,MSMC0_1.wav,./data/mixed/9348.wav,./data/near_end/MSEM1_2.wav,./data/far_end/MDJM0_1.wav,./data/far_end/MSMC0_1.wav,"[12, 6, 3]","[2, 9, 4]","[1, 9, 2]","[7, 3, 2]","[15, 10, 5]",16000,3,0.2
9348,9349.wav,MSEM1_2.wav,MMAG0_3.wav,MBWP0_2.wav,./data/mixed/9349.wav,./data/near_end/MSEM1_2.wav,./data/far_end/MMAG0_3.wav,./data/far_end/MBWP0_2.wav,"[11, 10, 5]","[1, 4, 1]","[11, 5, 5]","[5, 1, 2]","[15, 10, 5]",16000,3,0.2
9349,9350.wav,MSEM1_2.wav,MLJC0_2.wav,FEEH0_1.wav,./data/mixed/9350.wav,./data/near_end/MSEM1_2.wav,./data/far_end/MLJC0_2.wav,./data/far_end/FEEH0_1.wav,"[9, 7, 5]","[14, 4, 1]","[4, 7, 3]","[5, 3, 2]","[15, 10, 5]",16000,3,0.2
9350,9351.wav,MSEM1_3.wav,FLTM0_2.wav,MFWK0_1.wav,./data/mixed/9351.wav,./data/near_end/MSEM1_3.wav,./data/far_end/FLTM0_2.wav,./data/far_end/MFWK0_1.wav,"[14, 9, 1]","[7, 8, 5]","[2, 2, 2]","[6, 8, 1]","[15, 10, 5]",16000,3,0.2
9351,9352.wav,MSEM1_3.wav,FGCS0_2.wav,MJRH0_1.wav,./data/mixed/9352.wav,./data/near_end/MSEM1_3.wav,./data/far_end/FGCS0_2.wav,./data/far_end/MJRH0_1.wav,"[8, 9, 2]","[14, 5, 2]","[3, 10, 2]","[14, 9, 1]","[15, 10, 5]",16000,3,0.2
9352,9353.wav,MSEM1_3.wav,FHXS0_4.wav,MJMM0_1.wav,./data/mixed/9353.wav,./data/near_end/MSEM1_3.wav,./data/far_end/FHXS0_4.wav,./data/far_end/MJMM0_1.wav,"[8, 7, 5]","[9, 8, 4]","[9, 1, 2]","[13, 5, 5]","[15, 10, 5]",16000,3,0.2
9353,9354.wav,MSEM1_3.wav,MJEB0_1.wav,MHRM0_1.wav,./data/mixed/9354.wav,./data/near_end/MSEM1_3.wav,./data/far_end/MJEB0_1.wav,./data/far_end/MHRM0_1.wav,"[10, 3, 4]","[4, 8, 3]","[5, 4, 5]","[13, 7, 5]","[15, 10, 5]",16000,3,0.2
9354,9355.wav,MSEM1_3.wav,MMAB1_4.wav,MJEB1_3.wav,./data/mixed/9355.wav,./data/near_end/MSEM1_3.wav,./data/far_end/MMAB1_4.wav,./data/far_end/MJEB1_3.wav,"[2, 1, 3]","[5, 2, 5]","[3, 4, 1]","[4, 3, 3]","[15, 10, 5]",16000,3,0.2
9355,9356.wav,MSEM1_4.wav,MABC0_3.wav,MCTH0_2.wav,./data/mixed/9356.wav,./data/near_end/MSEM1_4.wav,./data/far_end/MABC0_3.wav,./data/far_end/MCTH0_2.wav,"[5, 7, 5]","[12, 9, 5]","[4, 9, 3]","[7, 3, 1]","[15, 10, 5]",16000,3,0.2
9356,9357.wav,MSEM1_4.wav,MDEF0_3.wav,FLEH0_3.wav,./data/mixed/9357.wav,./data/near_end/MSEM1_4.wav,./data/far_end/MDEF0_3.wav,./data/far_end/FLEH0_3.wav,"[7, 4, 1]","[13, 8, 2]","[5, 9, 4]","[1, 6, 1]","[15, 10, 5]",16000,3,0.2
9357,9358.wav,MSEM1_4.wav,FSAG0_2.wav,FLJG0_4.wav,./data/mixed/9358.wav,./data/near_end/MSEM1_4.wav,./data/far_end/FSAG0_2.wav,./data/far_end/FLJG0_4.wav,"[10, 9, 2]","[13, 1, 1]","[7, 3, 3]","[4, 1, 2]","[15, 10, 5]",16000,3,0.2
9358,9359.wav,MSEM1_4.wav,MGAK0_2.wav,MSFV0_2.wav,./data/mixed/9359.wav,./data/near_end/MSEM1_4.wav,./data/far_end/MGAK0_2.wav,./data/far_end/MSFV0_2.wav,"[1, 3, 2]","[14, 2, 2]","[13, 3, 5]","[7, 10, 1]","[15, 10, 5]",16000,3,0.2
9359,9360.wav,MSEM1_4.wav,MEAL0_3.wav,MMDM0_3.wav,./data/mixed/9360.wav,./data/near_end/MSEM1_4.wav,./data/far_end/MEAL0_3.wav,./data/far_end/MMDM0_3.wav,"[7, 9, 4]","[14, 2, 2]","[13, 1, 3]","[9, 5, 1]","[15, 10, 5]",16000,3,0.2
9360,9361.wav,MSEM1_5.wav,MFWK0_2.wav,MHMG0_1.wav,./data/mixed/9361.wav,./data/near_end/MSEM1_5.wav,./data/far_end/MFWK0_2.wav,./data/far_end/MHMG0_1.wav,"[10, 9, 2]","[7, 4, 2]","[8, 9, 4]","[13, 9, 1]","[15, 10, 5]",16000,3,0.2
9361,9362.wav,MSEM1_5.wav,MTJM0_2.wav,MPRK0_1.wav,./data/mixed/9362.wav,./data/near_end/MSEM1_5.wav,./data/far_end/MTJM0_2.wav,./data/far_end/MPRK0_1.wav,"[8, 7, 4]","[12, 3, 2]","[1, 3, 3]","[8, 9, 5]","[15, 10, 5]",16000,3,0.2
9362,9363.wav,MSEM1_5.wav,MCDC0_1.wav,MILB0_2.wav,./data/mixed/9363.wav,./data/near_end/MSEM1_5.wav,./data/far_end/MCDC0_1.wav,./data/far_end/MILB0_2.wav,"[5, 4, 2]","[9, 10, 4]","[11, 5, 3]","[3, 5, 3]","[15, 10, 5]",16000,3,0.2
9363,9364.wav,MSEM1_5.wav,FDFB0_1.wav,MBGT0_1.wav,./data/mixed/9364.wav,./data/near_end/MSEM1_5.wav,./data/far_end/FDFB0_1.wav,./data/far_end/MBGT0_1.wav,"[7, 6, 3]","[7, 1, 2]","[12, 10, 3]","[1, 10, 4]","[15, 10, 5]",16000,3,0.2
9364,9365.wav,MSEM1_5.wav,MPRK0_2.wav,FMKC0_1.wav,./data/mixed/9365.wav,./data/near_end/MSEM1_5.wav,./data/far_end/MPRK0_2.wav,./data/far_end/FMKC0_1.wav,"[5, 9, 1]","[5, 5, 1]","[8, 7, 4]","[12, 1, 5]","[15, 10, 5]",16000,3,0.2
9365,9366.wav,MSEM1_6.wav,MDED0_1.wav,MTCS0_2.wav,./data/mixed/9366.wav,./data/near_end/MSEM1_6.wav,./data/far_end/MDED0_1.wav,./data/far_end/MTCS0_2.wav,"[8, 5, 4]","[9, 6, 4]","[6, 3, 1]","[9, 2, 4]","[15, 10, 5]",16000,3,0.2
9366,9367.wav,MSEM1_6.wav,MMWS0_1.wav,FPAB1_4.wav,./data/mixed/9367.wav,./data/near_end/MSEM1_6.wav,./data/far_end/MMWS0_1.wav,./data/far_end/FPAB1_4.wav,"[6, 9, 1]","[2, 2, 2]","[9, 10, 2]","[6, 5, 4]","[15, 10, 5]",16000,3,0.2
9367,9368.wav,MSEM1_6.wav,FCEG0_3.wav,MWRE0_1.wav,./data/mixed/9368.wav,./data/near_end/MSEM1_6.wav,./data/far_end/FCEG0_3.wav,./data/far_end/MWRE0_1.wav,"[11, 7, 4]","[11, 3, 1]","[13, 2, 3]","[13, 1, 2]","[15, 10, 5]",16000,3,0.2
9368,9369.wav,MSEM1_6.wav,MPRK0_4.wav,FJSK0_1.wav,./data/mixed/9369.wav,./data/near_end/MSEM1_6.wav,./data/far_end/MPRK0_4.wav,./data/far_end/FJSK0_1.wav,"[12, 10, 2]","[6, 2, 4]","[12, 4, 1]","[11, 1, 1]","[15, 10, 5]",16000,3,0.2
9369,9370.wav,MSEM1_6.wav,FJXM0_2.wav,FPAZ0_1.wav,./data/mixed/9370.wav,./data/near_end/MSEM1_6.wav,./data/far_end/FJXM0_2.wav,./data/far_end/FPAZ0_1.wav,"[12, 9, 4]","[2, 2, 3]","[11, 8, 2]","[11, 1, 1]","[15, 10, 5]",16000,3,0.2
9370,9371.wav,MSES0_1.wav,MLEL0_3.wav,FKFB0_1.wav,./data/mixed/9371.wav,./data/near_end/MSES0_1.wav,./data/far_end/MLEL0_3.wav,./data/far_end/FKFB0_1.wav,"[5, 10, 5]","[11, 9, 2]","[2, 7, 2]","[10, 4, 3]","[15, 10, 5]",16000,3,0.2
9371,9372.wav,MSES0_1.wav,MTRR0_1.wav,MPAR0_1.wav,./data/mixed/9372.wav,./data/near_end/MSES0_1.wav,./data/far_end/MTRR0_1.wav,./data/far_end/MPAR0_1.wav,"[7, 1, 3]","[1, 10, 4]","[1, 6, 1]","[2, 8, 1]","[15, 10, 5]",16000,3,0.2
9372,9373.wav,MSES0_1.wav,FEAR0_1.wav,MDLB0_1.wav,./data/mixed/9373.wav,./data/near_end/MSES0_1.wav,./data/far_end/FEAR0_1.wav,./data/far_end/MDLB0_1.wav,"[6, 7, 3]","[14, 6, 5]","[2, 5, 1]","[5, 9, 1]","[15, 10, 5]",16000,3,0.2
